source_gene_symbol	source_log2fc_control	source_padj_control	source_log2fc_cko	source_padj_cko	source_rss_shift	source_symbol_norm	source_rss_sign	source_rss_abs_ge_0_3	matched_our_tested_universe	significant_wt_side	significant_cko_side	present_wt_bendpoint	present_cko_bendpoint	present_shared_bendpoint	present_wt_only_bendpoint	present_cko_only_bendpoint	direction_consistent_with_source_rss	appears_in_retained_go_terms	appears_in_anchor_gene_table	analysis_membership	selected_wt_source_constrained_bendpoint	selected_cko_source_constrained_bendpoint	selected_shared_source_constrained_bendpoint	selected_wt_only_source_constrained_bendpoint	selected_cko_only_source_constrained_bendpoint	source_constrained_membership
GM49312	-0.700851728467952	0.0374131956242553	-0.334819034062246	0.366534620369571	0.36603269440570596	GM49312	positive	True	True	False	False	False	False	False	False	False	False	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
NMUR1	-0.736770169019255	1.96465227556669e-08	-0.37150678102327	0.00972604404596159	0.36526338799598496	NMUR1	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM46409	-0.641247619680696	0.00442668304824647	-0.278472999921851	0.31087970003399	0.362774619758845	GM46409	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM49870	-0.4114533442178	0.0197021790464667	-0.0486961739488862	0.859428215777298	0.3627571702689138	GM49870	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM44898	0.0782955453075494	0.651792231548512	0.43942177125619	0.000137295599327087	0.3611262259486406	GM44898	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM57366	1.41521070341477	1.94664705949848e-10	1.77609873287508	2.28480456553214e-15	0.36088802946030984	GM57366	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
TERB1	-0.350300347972517	0.0497261422891752	0.0092124768414153	0.973893486167329	0.3595128248139323	TERB1	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
RHO	-0.654752658332724	7.87672650615954e-08	-0.296186999721475	0.029382285539277	0.358565658611249	RHO	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM29529	-0.471716111470447	0.000758191148772901	-0.114848889279053	0.550135765689287	0.356867222191394	GM29529	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
TMEM132C	-0.620066275604704	4.91791807412177e-08	-0.263814536570896	0.0419793803109038	0.35625173903380797	TMEM132C	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GJA8	0.0612138257915546	0.845537909772076	0.41683317595042	0.0298082859068758	0.3556193501588654	GJA8	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
2310039L15RIK	0.224207733502998	0.00158852048201195	0.579375402714634	8.32941743831813e-19	0.35516766921163595	2310039L15RIK	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM49224	-0.672220171912575	0.00350635791738838	-0.317226257843738	0.236602469285842	0.354993914068837	GM49224	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM26795	0.287320841219926	0.0221014222433107	0.64197782238518	1.52889467779697e-08	0.35465698116525396	GM26795	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
TMEM121B	0.8126793834474	0.00717752556707591	1.16694636468495	4.79656422903945e-05	0.35426698123755007	TMEM121B	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SECTM1B	1.87410908784227	5.79668467940615e-39	2.22738000452285	2.18805266127352e-52	0.35327091668057986	SECTM1B	positive	True	True	True	True	True	True	True	False	False	True	True	False	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
AI504432	-0.41110466435615	0.00141003617679094	-0.0590409934307754	0.766867641724374	0.3520636709253746	AI504432	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TDRD6	0.0289127476318279	0.920035705330893	0.380636115127125	0.0271308946833543	0.3517233674952971	TDRD6	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
9130209A04RIK	3.45831835327246	2.79693507562264e-05	3.80954959822899	5.32993855771415e-05	0.35123124495653	9130209A04RIK	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM7255	-0.558054739343721	0.00468926352069638	-0.207904157421979	0.40182689122291	0.350150581921742	GM7255	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CRHBP	-0.501194672872302	0.0151158674919736	-0.151439663477074	0.589254906288417	0.349755009395228	CRHBP	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
OPN1MW	0.0808344714821937	0.813679546661563	0.430305569417855	0.0482237338769115	0.34947109793566133	OPN1MW	positive	True	True	False	False	False	False	False	False	False	False	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
NAGS	4.88030816281124	1.52252321430037e-09	5.22900408055195	1.48794626675916e-07	0.3486959177407094	NAGS	positive	True	True	True	True	False	False	False	False	False	False	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
NPPB	0.296422141391315	0.0197415746084067	0.644620843594162	1.38177333897642e-08	0.34819870220284704	NPPB	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM4849	0.521103230401218	0.00789391418410546	0.8692047639998	4.30671090053292e-06	0.348101533598582	GM4849	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
AVPR1A	1.40070703300995	4.68394448484969e-11	1.74878213534469	1.02119863256075e-15	0.3480751023347399	AVPR1A	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	True	False	False	True	cKO-only source-constrained bend-point
SLC4A11	-0.256664607127161	3.13805016170077e-05	0.0909256984273089	0.22661196956385	0.3475903055544699	SLC4A11	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GPR150	-0.350243007738591	0.00657606852922404	-0.00310802741389129	0.988724126020087	0.34713498032469975	GPR150	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM29480	-0.796861739743061	3.12586188061639e-05	-0.450381541983974	0.0279632715633828	0.34648019775908695	GM29480	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM26535	2.50079445278774	0.00113137476960324	2.84631317214849	0.000161420258826163	0.34551871936074985	GM26535	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
1810007D17RIK	0.19564339629553	0.398001731397826	0.541127940817686	0.00277974851717959	0.34548454452215605	1810007D17RIK	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
OR7E168	0.9343707662796	0.00567502534919988	1.27982168034448	7.79488519197858e-05	0.34545091406487993	OR7E168	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ITIH3	1.2093209989039	1.38325323467499e-07	1.55329500711712	8.65663672723586e-12	0.3439740082132201	ITIH3	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TXK	0.869991650099862	0.00314361911487962	1.21378531797911	1.20875747196786e-05	0.34379366787924803	TXK	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM29506	0.149491265580774	0.538630468444784	0.492778358651571	0.00550658194251635	0.34328709307079697	GM29506	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM43031	0.145690847047919	0.639702682213739	0.488443341727719	0.0260145207242011	0.34275249467980007	GM43031	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
SDS	-0.0276881348872221	0.896212770601259	0.314626374055704	0.0115778748560433	0.3423145089429261	SDS	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
ADAMTS13	0.364217336769261	0.158341245426319	0.706224000535059	0.00210894641808076	0.34200666376579797	ADAMTS13	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
ADRA2B	-0.84559660366184	0.015629562328669	-0.503750910259241	0.177991793133025	0.34184569340259896	ADRA2B	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
